,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature,playlist,genre
86,Seven Year Ache,The Very Best Of Rosanne Cash,Rosanne Cash,1979,194853,52,0.475,0.747,0.568,0.000165,0.127,-8.651,0.0319,121.615,0.684,A,4,1980s,country
87,Baby's Gotten Good At Goodbye,Beyond The Blue Neon,George Strait,1989-01-01,210800,48,0.587,0.468,0.41,6.27e-06,0.0699,-11.782,0.028,183.898,0.519,D#/Eb,4,1980s,country
88,Islands In The Stream,A Love Song Collection,Kenny Rogers,2008-01-01,249880,0,0.427,0.589,0.641,0.0,0.0558,-5.533,0.0313,204.003,0.795,G#/Ab,4,1980s,country
89,Coal Miner's Daughter - Single Version,Coal Miner's Daughter,Loretta Lynn,1971-01-04,180960,60,0.836,0.604,0.354,0.00474,0.103,-14.07,0.0313,137.349,0.635,A,4,1980s,country
90,Drivin' My Life Away - 2009 Remaster,Number One Hits,Eddie Rabbitt,2009-10-05,197026,49,0.0875,0.649,0.797,0.000243,0.0573,-7.966,0.035,84.185,0.89,A,4,1980s,country
91,"Twinkle, Twinkle Lucky Star",The Essential Merle Haggard: The Epic Years,Merle Haggard,1981,203600,49,0.841,0.659,0.34,0.000598,0.222,-14.976,0.035,81.64,0.694,E,4,1980s,country
92,Do You Wanna Go to Heaven,Super Hits,T.G. Sheppard,1979,190733,38,0.559,0.651,0.527,0.00104,0.107,-12.564,0.0283,90.619,0.698,C#/Db,4,1980s,country
93,80's Ladies,80s Ladies,K.T. Oslin,1987,251293,47,0.207,0.594,0.368,8.51e-06,0.0811,-11.504,0.024,98.358,0.297,C,4,1980s,country
94,Nobody,Just Sylvia,Sylvia,1982-06-15,199200,52,0.249,0.764,0.448,0.0,0.107,-12.371,0.0336,124.226,0.868,C,4,1980s,country
95,One Promise Too Late,What Am I Gonna Do About You,Reba McEntire,1986-10-06,205866,50,0.449,0.644,0.304,0.0,0.715,-15.664,0.0363,79.099,0.68,C,4,1980s,country
96,Born To Boogie,35 Biggest Hits,"Hank Williams, Jr.",2015-06-16,164653,47,0.0848,0.573,0.94,1.35e-05,0.154,-4.486,0.0359,90.286,0.878,A,4,1980s,country
97,All My Ex's Live In Texas,Ocean Front Property,George Strait,1987-01-01,200840,57,0.241,0.764,0.336,9.29e-06,0.118,-16.024,0.0302,130.565,0.697,A,4,1980s,country
98,Love in the First Degree,Feels So Right,Alabama,1981,199200,48,0.366,0.626,0.411,0.0,0.0374,-11.162,0.0318,103.368,0.665,G#/Ab,4,1980s,country
99,Just to Satisfy You,Ultimate Waylon Jennings,Waylon Jennings,2004-03-23,169600,50,0.121,0.589,0.588,0.0396,0.179,-13.29,0.0334,151.033,0.81,A#/Bb,4,1980s,country
0,Check Yes Or No,Strait Out Of The Box,George Strait,1995-01-01,200666,72,0.0551,0.708,0.524,3.21e-06,0.0371,-12.644,0.0352,111.482,0.69,F,4,1990s,country
1,Should've Been A Cowboy,Toby Keith,Toby Keith,1993-01-01,211306,0,0.471,0.619,0.672,3.15e-06,0.211,-7.786,0.0356,133.402,0.694,G,4,1990s,country
2,Bye-Bye,I'm Alright,Jo Dee Messina,1998-03-17,200960,64,0.183,0.644,0.868,0.0,0.322,-3.98,0.0464,134.38,0.642,A#/Bb,4,1990s,country
3,Where The Green Grass Grows,Everywhere,Tim McGraw,1997-06-03,201600,67,0.198,0.479,0.698,0.0,0.126,-7.914,0.0277,159.699,0.673,G,4,1990s,country
4,She's In Love With The Boy - Single Version,Trisha Yearwood,Trisha Yearwood,1991-01-01,248200,69,0.522,0.783,0.698,2.52e-06,0.0754,-8.268,0.0323,124.996,0.758,D#/Eb,4,1990s,country
5,Chattahoochee,A Lot About Livin' (And A Little 'Bout Love),Alan Jackson,1992-10-09,148160,72,0.362,0.606,0.706,0.0,0.16,-9.665,0.0379,174.533,0.819,C,4,1990s,country
6,Strawberry Wine,Did I Shave My Legs For This?,Deana Carter,1996-01-01,291533,67,0.314,0.572,0.449,0.0,0.0301,-6.566,0.0264,122.632,0.207,C#/Db,3,1990s,country
7,The Night The Lights Went Out In Georgia,For My Broken Heart,Reba McEntire,1991-01-01,257266,65,0.52,0.428,0.51,8.32e-06,0.105,-11.695,0.103,169.967,0.393,G,4,1990s,country
8,Neon Moon,Brand New Man,Brooks & Dunn,1991-08-13,261226,61,0.596,0.735,0.488,1.1e-06,0.0949,-10.56,0.026,102.383,0.452,A,4,1990s,country
9,Any Man Of Mine,The Woman In Me,Shania Twain,1995-01-01,246760,72,0.207,0.592,0.725,0.0,0.148,-8.698,0.0412,78.235,0.784,G#/Ab,4,1990s,country
10,Fancy,Rumor Has It,Reba McEntire,1990-01-01,299733,65,0.226,0.674,0.517,0.0,0.0697,-11.225,0.0726,94.98,0.482,B,4,1990s,country
11,Sold (The Grundy County Auction Incident),John Michael Montgomery,John Michael Montgomery,1995-03-17,152186,70,0.108,0.771,0.848,0.0,0.35,-7.365,0.035,115.642,0.803,D,4,1990s,country
12,Dust On The Bottle,Out With A Bang,David Lee Murphy,1994-01-01,224666,73,0.0237,0.736,0.614,5.84e-06,0.292,-11.124,0.0389,99.942,0.858,B,4,1990s,country
13,When You Say Nothing At All,Now That I've Found You: A Collection,Alison Krauss,1995-01-01,260800,64,0.752,0.514,0.243,0.00054,0.0822,-12.348,0.0288,171.816,0.388,D#/Eb,4,1990s,country
14,I'm in a Hurry (And Don't Know Why),American Pride,Alabama,1992-04-03,168640,61,0.198,0.757,0.69,0.0,0.078,-8.645,0.0286,128.654,0.867,A,4,1990s,country
15,Livin' On Love,Who I Am,Alan Jackson,1994-06-28,229560,58,0.141,0.724,0.55,4.55e-06,0.0639,-9.767,0.0268,118.557,0.67,A,4,1990s,country
16,Write This Down,Always Never The Same,George Strait,1999-01-01,219600,69,0.127,0.729,0.688,9.44e-06,0.295,-7.468,0.0264,123.867,0.671,D#/Eb,4,1990s,country
17,My Maria,Borderline,Brooks & Dunn,1996-04-16,210866,55,0.117,0.693,0.705,0.000609,0.0626,-6.753,0.0254,125.409,0.912,D#/Eb,4,1990s,country
18,Gone Country,Who I Am,Alan Jackson,1994-06-28,260493,58,0.0875,0.673,0.679,0.0,0.0752,-7.337,0.0254,125.607,0.612,G,4,1990s,country
19,XXX's And OOO's (An American Girl),Thinkin' About You,Trisha Yearwood,1995-01-01,167906,63,0.176,0.711,0.642,0.0,0.0814,-8.909,0.0319,125.831,0.762,C,4,1990s,country
20,Time Marches On,Time Marches On,Tracy Lawrence,1996-01-02,185360,67,0.563,0.856,0.517,0.000164,0.144,-9.232,0.0293,118.399,0.479,F#/Gb,4,1990s,country
21,She Don't Know She's Beautiful,Haunted Heart,Sammy Kershaw,1993-01-01,174626,0,0.35,0.764,0.646,0.0,0.0823,-9.349,0.0305,116.115,0.886,A,4,1990s,country
22,Independence Day,The Way That I Am,Martina McBride,1993-09-12,204626,63,0.257,0.712,0.63,6.65e-05,0.0999,-6.202,0.0299,118.378,0.768,A,4,1990s,country
23,Brand New Man,Brand New Man,Brooks & Dunn,1991-08-13,178893,55,0.138,0.696,0.648,6.8e-06,0.124,-7.784,0.0306,127.493,0.877,G,4,1990s,country
24,Little Bitty,Everything I Love,Alan Jackson,1996-09-30,158626,65,0.151,0.571,0.818,0.0,0.348,-6.539,0.0415,163.045,0.728,E,4,1990s,country
25,She's Got It All,I Will Stand,Kenny Chesney,1997,205093,61,0.093,0.709,0.811,1.08e-05,0.1,-6.603,0.0323,132.728,0.735,G,4,1990s,country
26,Blame It on Your Heart,Only What I Feel,Patty Loveless,1993-04-20,213693,56,0.643,0.624,0.808,0.0,0.0914,-7.739,0.0472,149.522,0.88,G#/Ab,4,1990s,country
27,Down On The Farm,Not A Moment Too Soon,Tim McGraw,1994-03-22,178866,61,0.115,0.721,0.735,0.0,0.0499,-11.849,0.0284,127.575,0.961,F,4,1990s,country
28,There's Your Trouble,Wide Open Spaces,The Chicks,1998-01-27,193064,62,0.481,0.737,0.869,0.0,0.308,-5.433,0.0267,126.628,0.898,D,4,1990s,country
29,That Ain't My Truck,A Thousand Memories,Rhett Akins,1995-01-01,243106,63,0.232,0.64,0.788,0.0,0.144,-9.012,0.035,128.961,0.774,G,4,1990s,country
30,If I Could Make a Living,If I Could Make a Living,Clay Walker,1994-09-16,134373,62,0.188,0.599,0.75,0.0,0.314,-6.767,0.0319,156.002,0.909,F,4,1990s,country
31,I'm Alright,I'm Alright,Jo Dee Messina,1998-03-17,199040,64,0.191,0.676,0.733,0.0,0.192,-7.745,0.0294,98.234,0.591,C,3,1990s,country
32,Watermelon Crawl,No Ordinary Man,Tracy Byrd,1994-01-01,181973,69,0.173,0.759,0.723,0.0,0.179,-9.315,0.028,136.746,0.962,C,4,1990s,country
33,Wild One,Take Me as I Am,Faith Hill,1993-01-01,165013,59,0.185,0.694,0.654,0.0,0.283,-9.148,0.0322,135.787,0.689,B,4,1990s,country
34,How Forever Feels,Everywhere We Go,Kenny Chesney,1999-02-26,188200,60,0.0986,0.723,0.674,1.83e-05,0.279,-7.427,0.0297,124.9,0.61,G,4,1990s,country
35,We Danced Anyway,Did I Shave My Legs For This?,Deana Carter,1996-01-01,202533,56,0.502,0.629,0.721,0.0,0.307,-3.722,0.0277,94.054,0.651,F#/Gb,4,1990s,country
36,Boot Scootin' Boogie,Brand New Man,Brooks & Dunn,1991-08-13,197640,55,0.272,0.667,0.776,3.59e-06,0.355,-7.292,0.0356,130.669,0.899,B,4,1990s,country
37,Just To See You Smile,Everywhere,Tim McGraw,1997-06-03,215173,67,0.127,0.492,0.823,0.0,0.0523,-8.526,0.0297,94.342,0.702,F#/Gb,4,1990s,country
38,If I Didn't Have You,On the Other Hand - All the Number Ones,Randy Travis,2015-04-21,186746,61,0.164,0.674,0.578,0.0,0.103,-10.919,0.0663,172.498,0.961,E,4,1990s,country
39,"Honey, I'm Home",Come On Over,Shania Twain,1997,213200,0,0.12,0.645,0.747,0.0,0.135,-5.747,0.0888,80.287,0.815,E,4,1990s,country
40,Carrying Your Love With Me,Carrying Your Love With Me,George Strait,1997-01-01,232426,68,0.22,0.629,0.479,0.0,0.0587,-10.608,0.0271,138.231,0.345,A#/Bb,4,1990s,country
41,Life's a Dance,Greatest Hits,John Michael Montgomery,1997,188840,61,0.403,0.64,0.533,0.0,0.176,-9.846,0.0264,135.224,0.652,F,4,1990s,country
42,Meet In the Middle,Diamond Rio,Diamond Rio,1991-07-01,198333,68,0.663,0.746,0.443,0.0,0.223,-11.305,0.0359,91.11,0.554,E,4,1990s,country
43,Maybe It Was Memphis,Put Yourself In My Place,Pam Tillis,1990,239173,58,0.437,0.495,0.695,0.00048,0.0734,-6.929,0.0318,73.656,0.496,A,4,1990s,country
44,Blue Clear Sky,Blue Clear Sky,George Strait,1996-01-01,174866,62,0.202,0.638,0.819,4.1e-05,0.3,-6.646,0.0291,124.062,0.706,E,4,1990s,country
45,Chasin' That Neon Rainbow,Here In The Real World,Alan Jackson,1990-02-27,185373,55,0.21,0.726,0.565,0.0,0.0941,-10.355,0.033,149.004,0.849,G,4,1990s,country
46,Hard Workin' Man,Hard Workin' Man,Brooks & Dunn,1993-02-23,178493,62,0.333,0.692,0.769,1.22e-06,0.0552,-9.363,0.0369,151.503,0.727,C,4,1990s,country
47,Wide Open Spaces,Wide Open Spaces,The Chicks,1998-01-27,223832,68,0.577,0.563,0.544,0.0,0.128,-6.102,0.0306,179.351,0.602,E,4,1990s,country
48,T-R-O-U-B-L-E,T-R-O-U-B-L-E,Travis Tritt,1992-08-07,180160,61,0.0133,0.297,0.982,0.000699,0.689,-4.326,0.051,179.311,0.793,G,4,1990s,country
49,A Little Less Talk And A Lot More Action,Toby Keith,Toby Keith,1993-01-01,170546,0,0.282,0.755,0.808,2.02e-06,0.11,-7.367,0.0374,124.976,0.933,A,4,1990s,country
50,Pickup Man,Third Rock From The Sun,Joe Diffie,1994-07-26,216200,60,0.432,0.713,0.692,0.0,0.271,-8.554,0.0365,140.561,0.884,G,4,1990s,country
51,I'm From The Country - Single Version,I'm From The Country,Tracy Byrd,1998-01-01,213973,62,0.206,0.687,0.898,0.0,0.284,-3.93,0.042,129.542,0.952,D,4,1990s,country
52,Daddy's Money,Ricochet,Ricochet,1996-02-06,183493,59,0.189,0.698,0.861,0.0,0.0602,-4.756,0.0289,134.726,0.941,D,4,1990s,country
53,Straight Tequila Night,Seminole Wind,John Anderson,1992-02-07,173866,59,0.134,0.64,0.639,0.0,0.178,-10.11,0.0331,109.263,0.593,A,4,1990s,country
54,"I Like It, I Love It",All I Want,Tim McGraw,1995-08-15,205706,69,0.0196,0.643,0.961,0.0,0.948,-5.298,0.0315,124.027,0.96,C,4,1990s,country
55,Be My Baby Tonight,Kickin' It Up,John Michael Montgomery,1994-01-14,172200,59,0.215,0.632,0.773,2.7e-05,0.365,-7.956,0.0381,156.88,0.901,A,4,1990s,country
56,She's Not the Cheatin' Kind,Waitin' On Sundown,Brooks & Dunn,1994-09-27,207293,51,0.0882,0.706,0.647,3.53e-06,0.121,-9.77,0.0279,110.563,0.744,A,4,1990s,country
57,Lesson In Leavin',I'm Alright,Jo Dee Messina,1998-03-17,220200,59,0.273,0.612,0.804,0.0,0.311,-7.275,0.0543,80.771,0.841,G,4,1990s,country
58,Here's a Quarter (Call Someone Who Cares),It's All About to Change,Travis Tritt,1991,152333,60,0.304,0.648,0.572,0.0,0.131,-7.494,0.026,112.423,0.598,G,3,1990s,country
59,What Part of No,Watch Me,Lorrie Morgan,1992-05-24,164293,52,0.434,0.72,0.531,1.39e-05,0.341,-9.675,0.027,129.979,0.831,D#/Eb,4,1990s,country
60,"Tall, Tall Trees",The Greatest Hits Collection,Alan Jackson,1995-10-16,147640,55,0.204,0.676,0.815,0.0,0.132,-6.192,0.037,145.969,0.965,G,4,1990s,country
61,Bubba Shot The Jukebox,Longnecks & Short Stories,Mark Chesnutt,1992-01-01,185840,63,0.307,0.544,0.648,0.0,0.0843,-8.454,0.0549,165.484,0.866,G,4,1990s,country
62,No One Needs To Know,The Woman In Me,Shania Twain,1995-01-01,183960,61,0.108,0.663,0.525,0.0,0.349,-9.674,0.0331,134.748,0.731,G,4,1990s,country
63,Wish I Didn't Know Now,Toby Keith,Toby Keith,1993-01-01,206840,0,0.448,0.799,0.707,0.000125,0.289,-8.464,0.0402,116.922,0.822,G,4,1990s,country
64,Does He Love You,"Reba McEntire's Greatest Hits, Volume Two",Reba McEntire,1993-01-01,260399,57,0.37,0.449,0.434,0.0,0.113,-10.657,0.0282,144.664,0.259,A,4,1990s,country
65,Better Things To Do,Terri Clark,Terri Clark,1995-01-01,188133,56,0.105,0.569,0.782,0.0,0.13,-5.868,0.0491,150.631,0.595,A#/Bb,4,1990s,country
66,Every Light In The House,Dreamin' Out Loud,Trace Adkins,1996-01-01,179600,63,0.539,0.637,0.472,0.0,0.446,-7.295,0.0271,129.236,0.349,F,4,1990s,country
67,Tell Me Why,Tell Me Why,Wynonna,1993-05-11,230640,53,0.00746,0.621,0.802,0.00279,0.0677,-6.717,0.0315,141.612,0.81,D#/Eb,4,1990s,country
68,I Can Still Make Cheyenne,Blue Clear Sky,George Strait,1996-01-01,256066,62,0.68,0.585,0.39,0.000769,0.0919,-10.233,0.0266,109.514,0.237,D#/Eb,4,1990s,country
69,I'm Gonna Be Somebody,Country Club,Travis Tritt,1990,244933,61,0.173,0.563,0.668,7.15e-06,0.12,-6.666,0.0267,76.406,0.543,G,4,1990s,country
70,John Deere Green,Honky Tonk Attitude,Joe Diffie,1993-04-20,272066,60,0.11,0.703,0.834,0.0,0.0664,-5.054,0.0277,130.391,0.722,G,4,1990s,country
71,Ready to Run,Fly,The Chicks,1999-08-27,231293,59,0.245,0.644,0.644,0.00083,0.27,-7.542,0.0305,98.746,0.293,G,4,1990s,country
72,Summertime Blues,Who I Am,Alan Jackson,1994-06-28,192866,52,0.262,0.604,0.807,7.48e-05,0.238,-8.697,0.0343,161.0,0.968,G,4,1990s,country
73,The Shake,Be Good At It,Neal McCoy,1997-10-17,213333,55,0.0755,0.677,0.892,6.6e-06,0.202,-5.709,0.0527,145.921,0.898,A,4,1990s,country
74,It Matters to Me,It Matters to Me,Faith Hill,1995-08-18,197666,57,0.567,0.613,0.355,0.0,0.0909,-8.218,0.0247,135.622,0.129,F#/Gb,4,1990s,country
75,Small Town Saturday Night,Past The Point Of Rescue,Hal Ketchum,1991-04-29,177986,61,0.218,0.627,0.697,0.0,0.0733,-6.61,0.0266,154.086,0.933,G#/Ab,4,1990s,country
76,Don't Let Our Love Start Slippin' Away,I Still Believe In You,Vince Gill,1992-01-01,224800,57,0.42,0.736,0.719,0.000851,0.35,-9.311,0.0313,113.228,0.657,D#/Eb,4,1990s,country
77,You Were Mine,Wide Open Spaces,The Chicks,1998-01-27,217807,59,0.342,0.542,0.346,0.0,0.283,-6.598,0.0296,139.856,0.173,A,4,1990s,country
78,No News,Lonestar,Lonestar,1995-10-09,173600,54,0.35,0.741,0.683,0.0,0.0604,-5.866,0.0285,116.301,0.86,F,4,1990s,country
79,One More Last Chance,I Still Believe In You,Vince Gill,1992-01-01,191200,57,0.411,0.525,0.878,0.0,0.291,-8.677,0.0404,176.249,0.963,D,4,1990s,country
80,Thinkin' About You,Thinkin' About You,Trisha Yearwood,1995-01-01,203693,50,0.551,0.614,0.543,2.48e-05,0.0518,-9.121,0.0273,91.621,0.639,B,4,1990s,country
81,Fast as You,This Time,Dwight Yoakam,1993-03-12,285200,63,0.000479,0.628,0.801,0.0897,0.396,-7.926,0.0282,125.954,0.843,E,4,1990s,country
82,No Place That Far,No Place That Far,Sara Evans,1998-10-26,217400,53,0.504,0.547,0.373,0.0,0.176,-7.336,0.0273,132.741,0.182,C,4,1990s,country
83,It's A Little Too Late - 1996 Greatest Hits Version,Greatest Hits: Mark Chesnutt,Mark Chesnutt,1996-01-01,163560,54,0.317,0.512,0.909,0.0,0.0681,-7.505,0.0504,172.975,0.791,A,4,1990s,country
84,Shut Up and Kiss Me,Stones In The Road,Mary Chapin Carpenter,1994-05-04,220640,49,0.537,0.777,0.535,7.3e-05,0.101,-11.894,0.0422,119.935,0.963,A,4,1990s,country
85,No Doubt About It,No Doubt About It,Neal McCoy,1994-01-18,227640,54,0.22,0.621,0.469,3.34e-05,0.067,-10.438,0.0267,144.665,0.511,E,4,1990s,country
86,Guys Do It All the Time,Ten Thousand Angels,Mindy McCready,1996-04-30,191800,54,0.0594,0.551,0.794,2.01e-05,0.231,-5.995,0.0341,165.813,0.587,C,4,1990s,country
87,I Just Want To Dance With You,One Step At A Time,George Strait,1998-01-01,210866,58,0.439,0.715,0.469,8.69e-05,0.104,-8.674,0.0279,113.991,0.502,C,4,1990s,country
88,You Ain't Much Fun,Boomtown,Toby Keith,1994-09-17,147026,51,0.229,0.771,0.675,0.0,0.366,-7.9,0.0457,138.322,0.757,A,4,1990s,country
89,No One Else On Earth,Wynonna,Wynonna,1992-03-31,240706,50,0.427,0.788,0.736,3.88e-06,0.0915,-9.176,0.0275,96.687,0.848,C,4,1990s,country
90,Hillbilly Shoes,Tattoos & Scars,Montgomery Gentry,1999-03-09,192693,53,0.0332,0.655,0.837,0.00223,0.111,-6.072,0.0355,115.938,0.708,G,4,1990s,country
91,That's My Story,Extremes,Collin Raye,1993,182960,53,0.538,0.642,0.834,0.0,0.108,-4.4,0.0982,137.875,0.645,F,4,1990s,country
92,Except for Monday,Something In Red,Lorrie Morgan,1991-04-09,176040,54,0.0818,0.658,0.6,3.52e-06,0.0637,-11.984,0.0326,170.114,0.886,G,4,1990s,country
93,Party Crowd,Out With A Bang,David Lee Murphy,1994-01-01,198440,59,0.0379,0.758,0.655,0.0,0.0795,-11.661,0.0292,127.141,0.767,G,4,1990s,country
94,Indian Outlaw,Not A Moment Too Soon,Tim McGraw,1994-03-22,182120,63,0.0364,0.664,0.739,4.99e-05,0.282,-7.229,0.0415,110.101,0.759,A,4,1990s,country
95,"If You See Him, If You See Her",If You See Him,Reba McEntire,1998-06-01,235933,54,0.272,0.371,0.452,0.0,0.2,-7.739,0.0275,164.424,0.186,G,4,1990s,country
96,You've Got to Stand for Something,You've Got to Stand for Something,Aaron Tippin,1991-01-29,182280,60,0.199,0.533,0.585,0.0,0.11,-9.789,0.0337,83.403,0.472,E,4,1990s,country
97,You Win My Love,The Woman In Me,Shania Twain,1995-01-01,265600,54,0.0165,0.707,0.802,0.0,0.0697,-8.943,0.0352,127.732,0.947,F#/Gb,4,1990s,country
98,How Your Love Makes Me Feel,Greatest Hits,Diamond Rio,1997-07-14,245400,51,0.349,0.612,0.787,0.0,0.065,-8.119,0.0313,140.907,0.577,C,4,1990s,country
99,I Left Something Turned On At Home,Dreamin' Out Loud,Trace Adkins,1996-01-01,188240,53,0.169,0.623,0.91,0.00267,0.317,-5.29,0.032,151.466,0.929,D#/Eb,4,1990s,country
0,It's A Great Day To Be Alive,Down The Road I Go,Travis Tritt,2000-10-01,241533,72,0.246,0.595,0.653,0.0,0.264,-4.935,0.0265,128.93,0.542,G,4,2000s,country
1,Ain't Nothing 'Bout You,#1s ... and then some,Brooks & Dunn,2009-09-08,199413,62,0.144,0.325,0.887,1.35e-06,0.431,-4.199,0.0569,202.339,0.705,C,4,2000s,country
2,Before He Cheats,Some Hearts,Carrie Underwood,2005-11-14,199946,78,0.271,0.519,0.749,0.0,0.119,-3.318,0.0405,147.905,0.29,F#/Gb,4,2000s,country
3,Something Like That,A Place In The Sun,Tim McGraw,1999-05-04,183733,69,0.378,0.507,0.85,0.0,0.0567,-5.679,0.0472,171.8,0.847,F,4,2000s,country
4,Somebody Like You,Golden Road,Keith Urban,2002-01-01,323040,69,0.108,0.624,0.84,0.000546,0.144,-5.768,0.0337,111.02,0.656,E,4,2000s,country
5,Cowboy Take Me Away,Fly,The Chicks,1999-08-27,287266,70,0.365,0.467,0.622,0.00527,0.0982,-7.255,0.031,164.418,0.455,F#/Gb,4,2000s,country
6,Picture (feat. Sheryl Crow),Cocky,Kid Rock,2001-11-19,298960,71,0.172,0.692,0.496,6.42e-06,0.107,-7.332,0.0241,97.945,0.376,G,4,2000s,country
7,I Go Back,When The Sun Goes Down,Kenny Chesney,2004-01-22,243666,63,0.0409,0.532,0.842,0.0,0.217,-5.754,0.0503,90.187,0.67,F,4,2000s,country
8,Gunpowder & Lead,Crazy Ex-Girlfriend,Miranda Lambert,2007-05-01,191693,67,0.153,0.333,0.907,0.0,0.395,-3.191,0.0959,187.826,0.353,C,4,2000s,country
9,Live Like You Were Dying,Live Like You Were Dying,Tim McGraw,2004-08-17,300333,69,0.492,0.416,0.546,0.0,0.0845,-7.728,0.0297,159.929,0.418,G,4,2000s,country
10,Suds in the Bucket,Restless,Sara Evans,2003-08-17,227266,68,0.052,0.511,0.903,0.000529,0.304,-3.163,0.0397,161.992,0.898,A#/Bb,4,2000s,country
11,Red Dirt Road,Red Dirt Road,Brooks & Dunn,2003-07-15,260360,68,0.0664,0.555,0.868,0.000117,0.116,-3.798,0.0403,136.12,0.479,F,4,2000s,country
12,Redneck Woman,Here For The Party,Gretchen Wilson,2004-05-11,221333,66,0.13,0.499,0.825,0.0,0.306,-5.146,0.177,185.069,0.753,F#/Gb,4,2000s,country
13,If You're Going Through Hell (Before The Devil Even Knows),If You're Going Through Hell,Rodney Atkins,2006-07-18,216773,64,0.0613,0.566,0.898,0.0,0.126,-3.659,0.0634,115.954,0.791,A,4,2000s,country
14,Chicken Fried,The Foundation,Zac Brown Band,2008-11-17,238146,51,0.645,0.566,0.713,0.0,0.114,-4.25,0.0418,169.861,0.805,F#/Gb,4,2000s,country
15,Mr. Mom,Let's Be Us Again,Lonestar,2004-05-13,208693,63,0.0576,0.505,0.842,0.0,0.111,-3.316,0.0475,172.136,0.671,A#/Bb,4,2000s,country
16,She's Country,Wide Open,Jason Aldean,2009-04-07,220573,71,0.198,0.553,0.872,0.0,0.0659,-2.832,0.0782,172.138,0.638,C#/Db,4,2000s,country
17,My Wish,Me And My Gang,Rascal Flatts,2006-01-01,248280,68,0.0307,0.548,0.769,5.53e-06,0.0867,-4.853,0.0312,135.712,0.388,E,4,2000s,country
18,Goodbye Earl,Fly,The Chicks,1999-08-27,258640,65,0.0192,0.705,0.7,0.0,0.0755,-7.38,0.0295,122.841,0.765,C,4,2000s,country
19,Good Directions,Doin' Somethin' Right,Billy Currington,2005-01-01,215853,71,0.307,0.716,0.72,0.0,0.135,-2.183,0.0319,122.512,0.464,F,4,2000s,country
20,Our Song,Taylor Swift,Taylor Swift,2006-10-24,201106,71,0.111,0.668,0.672,0.0,0.329,-4.931,0.0303,89.011,0.539,D,4,2000s,country
21,Breathe,Breathe,Faith Hill,1999-11-09,250546,69,0.173,0.529,0.496,0.0,0.251,-9.007,0.029,136.859,0.278,G,4,2000s,country
22,Watching Airplanes,Living Hard,Gary Allan,2007-01-01,242946,66,0.547,0.374,0.711,4.12e-05,0.147,-3.587,0.0354,160.001,0.468,B,4,2000s,country
23,Love Like Crazy,Love Like Crazy,Lee Brice,2010-06-08,217386,67,0.0203,0.535,0.725,1.45e-05,0.176,-5.108,0.0275,78.489,0.292,A#/Bb,4,2000s,country
24,I Wanna Talk About Me,Pull My Chain,Toby Keith,2001-08-10,183960,63,0.168,0.765,0.87,0.0,0.125,-5.191,0.0499,106.06,0.684,F,4,2000s,country
25,Alright,Learn To Live,Darius Rucker,2008-01-01,231920,70,0.0527,0.601,0.806,0.0,0.185,-4.579,0.0345,89.87,0.711,G,4,2000s,country
26,Find out Who Your Friends Are,For the Love,Tracy Lawrence,2007-01-30,227840,61,0.209,0.524,0.797,0.0,0.286,-4.777,0.0329,159.859,0.783,D,4,2000s,country
27,Save a Horse (Ride a Cowboy),Horse of a Different Color,Big & Rich,2004-04-20,200306,71,0.108,0.7,0.896,0.0,0.453,-2.276,0.191,102.065,0.817,D,4,2000s,country
28,Boondocks,The Road To Here,Little Big Town,2005-01-01,272346,69,0.211,0.41,0.78,0.0,0.48,-5.391,0.0332,88.016,0.695,A,4,2000s,country
29,19 Somethin' - Greatest Hits Version,Greatest Hits,Mark Wills,2002-01-01,200466,63,0.132,0.58,0.816,0.0,0.0776,-5.165,0.0726,89.938,0.814,E,4,2000s,country
30,Watching You,If You're Going Through Hell,Rodney Atkins,2006-07-18,235426,70,0.105,0.625,0.848,0.0,0.23,-4.008,0.0314,137.993,0.716,D,4,2000s,country
31,In Color,That Lonesome Song,Jamey Johnson,2008-01-01,290680,73,0.391,0.544,0.404,3.98e-06,0.157,-8.751,0.0354,129.518,0.251,D#/Eb,4,2000s,country
32,Bless The Broken Road,Feels Like Today,Rascal Flatts,2004-01-01,226680,73,0.671,0.591,0.45,2.23e-05,0.159,-6.369,0.0266,135.893,0.344,C,4,2000s,country
33,Austin,Blake Shelton,Blake Shelton,2001-07-31,230333,65,0.188,0.605,0.609,0.0,0.0982,-7.063,0.0278,119.914,0.275,G,4,2000s,country
34,When the Sun Goes Down,When The Sun Goes Down,Kenny Chesney,2004-01-22,290560,67,0.0432,0.798,0.741,3e-06,0.252,-6.802,0.0284,104.945,0.708,A,4,2000s,country
35,Would You Go With Me,Your Man,Josh Turner,2006,228186,75,0.13,0.605,0.864,0.000827,0.113,-5.365,0.0292,122.918,0.736,F#/Gb,4,2000s,country
36,Amarillo Sky,Jason Aldean,Jason Aldean,2005-07-26,202546,62,0.314,0.491,0.776,0.0,0.146,-3.887,0.0393,154.988,0.428,D,4,2000s,country
37,Leave the Pieces,"Stand Still, Look Pretty (U.S. Version)",The Wreckers,2006,210560,60,0.0255,0.514,0.679,0.0,0.0594,-6.117,0.0273,164.109,0.496,F#/Gb,4,2000s,country
